french,fongbe,labels
"Elle n'écrivait pas pour la gloire posthume, mais simplement pour capturer l'instant présent et apaiser son esprit tourmenté.","É wlan nǔ nú susu e é ɖó ɖò kú tɔn gudo é ǎ, loɔ, bo na dó wlí hwenu e é ɖè dìn é bo na dó fá xomɛ nú ayi tɔn e ɖò wuvɛ̌ sè wɛ é kpowun wɛ.",positive
"Contrairement à ce que beaucoup pensent, il n'est pas un bourreau assoiffé de pouvoir, mais un homme rongé par ses doutes.","É gbɔn vo nú nǔ e mɛ gègě ɖi nǔ na é, é nyí mɛhutɔ́ e xovɛ nɔ ba hlɔnhlɔn é ɖé ǎ, loɔ, mɛɖé wɛ bɔ nǔxokpɔ́n tɔn lɛ nɔ ɖu ɖò jǐ tɔn.",negative
"Plutôt que de promettre la lune avec emphase, il préférait avouer ses limites et garantir le peu qu'il pouvait offrir.","É d’akpá sunví ɔ tɔn kpo hlɔnhlɔn kpo ǎ, é nyɔ́ wà ɔ, é yí gbè nú dogbó tɔn lɛ bo na ganjɛwu nǔ kpɛví e é sixu na é.",positive
"Il ne s'agit pas de nier le problème en l'ignorant, mais de l'affronter courageusement pour mieux le désamorcer.","É nyí ɖɔ è ni gbɛ́ tagba ɔ gbɔn ayi ɖó jǐ tɔn gblamɛ ǎ, loɔ, è ni ɖí xwi xá ɛ kpo akɔ́nkpinkpan kpo bo na dó sixu ɖeɖɛ tagba ɔ ganji.",positive
"Bien qu'il fût acclamé par la foule en délire, il ressentait au fond de lui un vide immense et une solitude poignante.","Agǔn e ɖò xɛsi ɖi wɛ é ɖò alɔ dó è wɛ có, ɖò ayi tɔn mɛ ɔ, é mɔ ɖɔ emi ɖò vɔ̌ tawun, bɔ emi ɖò emiɖokponɔ tawun.",negative
"Je ne te demande pas de changer qui tu es vraiment, seulement de tempérer cette ardeur qui parfois te dessert.","Un ɖò byɔbyɔ we wɛ ɖɔ a ni ɖyɔ mɛ e a nyí tawun é ǎ, bo na dó hɛn xomɛsin enɛ e nɔ wà nǔ nyanya nú we hweɖelɛnu é syɛn.",negative
"Loin des projecteurs aveuglants et du tumulte incessant, elle avait enfin trouvé une paix intérieure inestimable.","É lín dó zogbɛ́n e nɔ kɔ́n lɛ é kpo zǐngídi e ma nɔ fó ǎ é kpo ǎ, loɔ, é wá mɔ fífá ayi mɛ tɔn e xɔ akwɛ tawun é ɖé.",positive
"Plutôt que de subir passivement les événements, il a décidé de prendre son destin en main avec détermination.","É nɔ dɛ ɖò nǔ e jɛ lɛ é nu kpowun ǎ, é nyɔ́ wà ɔ, é wá gbeta ɔ kɔn bo na sɔ́ nǔ e na jɛ dó wǔ tɔn é dó alɔ tɔn mɛ kpo kanɖodonǔwu kpo.",positive
"Ce n'est pas un simple caprice d'enfant gâté, c'est un besoin vital d'exprimer sa créativité longtemps réprimée.",Vǐ kpɛví e è hɛn gblé é sín jlǒ kpowun wɛ nyí enɛ ǎ; hudo taji ɖé wɛ é nyí bɔ è na ɖè nǔɖiɖó e è ko hɛn ɖ’ayǐ sín hwenu línlín ɖíe é xlɛ́.,negative
"Malgré les apparences trompeuses, il n'était ni riche ni puissant, mais simplement un homme libre et épanoui.","É na bo tlɛ cí mɛ ɖɔhun ɔ, é nyí dɔkunnɔ alǒ hlɔnhlɔnnɔ ǎ, loɔ, mɛɖéekannuninɔ bo lɛ́ ɖó jlǒ ɖagbe ɖé kpowun wɛ.",positive
"Au lieu de ressasser sans cesse le passé douloureux, il faut apprendre à regarder vers l'avenir avec espoir.","Mǐ ɖó na nɔ lin tamɛ dó nǔ e jɛ wá yì lɛ é jí hwebǐnu ǎ, é nyɔ́ wà ɔ, mǐ ɖó na kplɔ́n bo na nɔ kpɔ́n sɔgudo kpo nukúnɖiɖo kpo.",negative
"Elle ne chantait pas pour épater la galerie, mais pour exorciser ses peurs les plus secrètes et intimes.","É ji han bo na dó dɔn mɛ lɛ ǎ, loɔ, bo na dó ɖè xɛsi e ɖò nǔglɔ bo lɛ́ syɛn hugǎn lɛ é síìn.",negative
"Contrairement à son frère impulsif, il prenait toujours le temps de la réflexion avant d'agir.","É gbɔn vo nú nɔví sunnu tɔn e nɔ yawu wà nǔ é, bo nɔ ba hwenu hwebǐnu bo nɔ lin tamɛ kpɔ́n cobo nɔ wà nǔ.",negative
"Bien que le chemin fût semé d'embûches et de traîtrises, il persévéra avec une foi inébranlable.","Nǔ e nɔ ɖó adohu adohu nú mɛ lɛ é kpo mɛ e nɔ sà ɛ lɛ é kpo wɛ gɔ́ ali ɔ jí có, é dɛ kpo nùɖiɖi e ma nɔ xò nǔ kpɔ́n ǎ é kpo.",positive
Je ne tolérerai plus ce genre de comportement irrespectueux envers les membres les plus vulnérables de notre équipe.,Un sɔ́ na yí gbè nú walɔ mɛmasí tɔn mɔhun nú mɛ e ɖò gbɛ̌ta mǐtɔn mɛ bo ɖò xɛsi ɖi wɛ hugǎn lɛ é ǎ.,negative
"Loin de se laisser abattre par cette cruelle déception, elle puisa dans sa rage une force nouvelle.","É sɔ́ nyí ɖɔ awakanmɛ kú mɛ syɛnsyɛn enɛ ɖu ɖò jǐ tɔn ǎ, loɔ, é mɔ hlɔnhlɔn yɔyɔ̌ ɖé ɖò xomɛsin tɔn mɛ.",negative
"Plutôt que de mentir effrontément pour se protéger, il assuma ses torts avec une sincérité désarmante.","É ɖó adingban kpo akɔ́nkpinkpan kpo bo na dó cyɔn alɔ éɖée jí ǎ, é nyɔ́ wà ɔ, é yí gbè nú nǔ e é wà nyì dò é kpo ayixa ɖagbe kpo.",negative
Il n'est pas aussi naïf qu'il veut bien le paraître parfois; il observe et analyse tout avec une intelligence redoutable.,"É nyí mɛ e ma ɖó nǔnywɛ ǎ é ɖé ǎ, lee é nɔ bló mɛɖée hweɖelɛnu gbɔn é; é nɔ kpɔ́n nǔ lɛ́ɛ bǐ, bó nɔ́ gbéjé yě kpɔ́n kpódó nǔnywɛ́ ɖaxó ɖé kpó.",positive
"Malgré la pluie battante et le vent glacial, ils maintinrent leur engagement et honorèrent leur promesse.","Jǐ ɖaxó ɔ kpo jɔhɔn laglasi tɔn kpo ɖò jija wɛ có, ye hɛn akpá e ye dó é ɖó te, bo lɛ́ ɖó sísí nú akpá e ye dó é.",positive
"Au lieu de chercher un coupable idéal à désigner, concentrons-nous ensemble sur la meilleure solution possible.","Mǐ ni ma ba hwɛsɔkɛ mɛ ó, é nyɔ́ wà ɔ, mi nú mǐ ni sɔ́ ayi ɖó xósin ɖagbe hugǎn ɔ jí ɖó kpɔ́.",positive
"Elle ne désirait pas la richesse matérielle ou les honneurs superficiels, mais une vie simple et riche de sens.","É ba dɔkun agbaza tɔn lɛ alǒ susu e ɖò jǐ lɛ é ǎ, loɔ, gbɛzán e bɔkun bo ɖó tinmɛ é ɖé wɛ é ba.",neutral
"Contrairement aux idées reçues et aux préjugés tenaces, la gentillesse n'est pas un signe de faiblesse.",Nǔ e gbɔn vo nú nǔ e mɛ gègě ɖi nǔ na é kpo linlin agɔ e è nɔ ɖó dó mɛ wu é kpo wɛ nyí ɖɔ xomɛnyínyɔ́ nyí wuntun gǎnmaɖó tɔn ǎ.,negative
"Bien que ses paroles fussent dures et blessantes, elles contenaient une part de vérité difficile à accepter.","Xógbe tɔn lɛ syɛn bo vɛ́ nú mɛ có, nǔgbo ɖé ɖò ye mɛ bɔ é vɛwǔ bɔ è na yí gbè na.",negative
"Je ne cherche pas à minimiser la gravité de la situation actuelle, simplement à garder la tête froide.","Un ɖò tintɛnkpɔn wɛ bo na ɖè lee ninɔmɛ ɔ syɛn sɔ́ é kpò ǎ, bo na dó hɛn ayi ce fá kpowun.",negative
"Plutôt que de fuir nos responsabilités morales face à l'injustice, engageons-nous résolument pour un monde meilleur.","Mi nú mǐ ni hɔn nú azɔ̌ e mǐ ɖó na wà ɖò walɔ linu lɛ é ɖò nǔagɔwaxámɛ nukɔn ǎ, loɔ, mi nú mǐ ni sɔ́ mǐɖée jó kpo kanɖodonǔwu kpo nú gbɛ̀ ɖagbe ɖé.",negative
Quelle joie immense !,Awǎjijɛ ɖaxó tɛ ɖíe!,positive
J’ai trop chaud.,Un ɖo zozo din.,negative
Un vrai bonheur.,Awǎjijɛ mímɛ́.,positive
Quelle tristesse.,É blawu tawun.,negative
Ça fait mal.,É nɔ vɛ́.,negative
La nausée.,Nùxámɛ.,negative
Quelle surprise !,É kpaca mɛ tawun!,positive
C’est énervant.,É nɔ dó xomɛsin nú mɛ.,negative
Je rigole.,Gbló ɖɔ wɛ un ɖe.,negative
Ça pique.,Enɛ nɔ ɖu mɛ.,positive
Un coup de blues.,Blues sín xó ɖé.,negative
Je frissonne.,Un ɖò sísɔ́ sísɔ́ wɛ.,negative
Quelle déception.,Nǔ e vɛ́ mɛ é ɖé wɛ.,negative
Aie ! J’ai mal.,Ao! Enɛ nɔ vɛ́ nú mì.,negative
"ici 30 phrases en français sur la sagesse et la culture, au format demandé :","Xógbe 30 ɖíe ɖò Flanségbe mɛ dó nǔnywɛ kpo aca kpo wu, ɖò alɔkpa e è byɔ é mɛ:",neutral
Qui ne connaît pas les langues étrangères ne sait rien de la sienne.,"Mɛ e ma tunwun to ɖěvo mɛ ǎ ɔ́, é tunwun nǔɖé dó é ɖésúnɔ tɔn wú ǎ.",negative
Le vrai voyage de découverte ne consiste pas à chercher de nouveaux paysages.,Tomɛyiyi nǔ mɔ kpɔ́n tɔn nǔgbo ɔ nyí ayikúngban yɔyɔ̌ lɛ biba ǎ.,neutral
Le livre est une fenêtre par laquelle on s'évade.,Wema ɔ nyí flɛtɛli ɖé bɔ mɛɖé sixu hɔn gbɔn jí.,positive
Connais-toi toi-même et tu connaîtras l'univers.,"Tuùn hwiɖée, a na tuùn wɛkɛ́ ɔ.",positive
La musique exprime ce qui ne peut être dit et sur quoi il est impossible de se taire.,"Han nɔ ɖè nǔ e è ma sixu ɖɔ ǎ, bɔ è ma sixu nɔ abwɛ dó jí ǎ é xlɛ́.",positive
"Écouter, c'est l'art de l'intelligence et du cœur.",Tóɖómɛ wɛ nyí nǔnywɛ kpo ayi kpo sín azɔ̌.,positive
"Le passé est une terre étrangère, on n'y fait pas comme chez soi.","Hwenu e wá yi ɔ́, to ɖěvo wɛ; mɛɖé sixú wa nǔ ɖo fínɛ́ xwé tɔn gbe ɖɔhun ǎ.",neutral
La vraie culture est dans les yeux et le cœur de l'homme.,"Akɔta nugbo ɔ, gbɛtɔ sin nukun kpodo ayi tɔn kpo mɛ wɛ e ɖe.",neutral
"Savoir ne suffit pas, il faut savoir appliquer.","Nǔtuùntuùn kɛɖɛ ko kpé ǎ, a ɖó na tuùn lee a na zán gbɔn é.",positive
"Une bibliothèque, c'est l'humanité qui se souvient.",Wemaxɔmɛ ɖé wɛ nyí gbɛtɔ́ lɛ sín flínflín.,neutral
La curiosité est le premier degré de la sagesse.,Nǔ ba kpɔ́n wɛ nyí afɔ nukɔntɔn e è na ɖè bo na ɖó nǔnywɛ é.,positive
"Vouloir comprendre, c'est avoir déjà trouvé.","Enyi è jló na mɔ nukúnnú jɛ nǔ mɛ ɔ, è ko mɔ nǔ jɛ wu.",neutral
"Les paroles s'envolent, les écrits restent.","Xógbe lɛ nɔ zɔn, nǔwlanwlán lɛ nɔ kpò.",neutral
La politesse de l'esprit consiste à penser des pensées fines.,Mɛɖesɔhwe ayixa tɔn wɛ nyí ɖɔ è ni nɔ lin tamɛ dó nǔ e ɖò hwlahwlá lɛ é jí.,positive
Qui ne voyage pas ne connaît que la première page du livre.,"Mɛ e ma nɔ yi tomɛ ǎ é ɔ, wema ɔ sín wexwɛ nukɔntɔn ɔ kɛɖɛ wɛ é tuùn.",neutral
Le silence est l'âme des choses de l'esprit.,Nǔ e ɖò ayi mɛ lɛ é sín lindɔ̌n wɛ nyí cícící.,neutral
La culture est une lampe dans la nuit de l'ignorance.,"Akɔta ɔ, zogbɛn wɛ e nyi ɖo numaɖomɛ zanmɛ.",positive
Un mot de trop fait toujours taire la sagesse.,Xókwín ɖokpó géé nɔ hɛn nǔnywɛ cí abwɛ hwebǐnu.,negative
L'éducation ne se borne pas à l'enfance et à l'adolescence.,É nyí vǔ kpo winnyawinnya kpo kɛɖɛ wɛ è nɔ kplɔ́n nǔ ɖè ǎ.,neutral
Le temps est l'étoffe dont la vie est faite.,Hwenu wɛ nyí avɔ e è sɔ́ dó bló gbɛ̀ na é.,neutral
Mieux vaut une tête bien faite que bien pleine.,Ta e è bló ganjí é nyɔ́ hú ta e è gɔ́ ganjí é.,positive
"On ne voit bien qu'avec le cœur, l'essentiel est invisible pour les yeux.","Ayi mɛtɔn kɛɖɛ wɛ mɛɖé nɔ mɔ nǔ céɖécéɖé; nǔ e ɖò taji é ɔ, nukún nɔ mɔ ǎ.",neutral
"Cultiver son esprit, c'est apprendre à lire le monde.",Linlin mɛtɔn ɖiɖó sín tinmɛ wɛ nyí ɖɔ è ni kplɔ́n bo na xà gbɛ̀ ɔ.,positive
Cette vieille maison en pierre semble abandonnée.,Xwé xóxó e è sɔ́ awinnya dó bló é enɛ cí nǔ e è jó dó é ɖɔhun.,negative
Son sourire illuminait toute la pièce.,Nukiko tɔn kɔ́n xɔ ɔ mɛ bĭ.,positive
La soupe chaude sentait délicieusement bon.,Nùsúnnú zozo ɔ nɔ hwɛ́n wǎn víví.,positive
Un épais brouillard recouvrait la vallée.,Ahún ɖaxó ɖé cyɔn tɔdo ɔ mɛ.,negative
Ses cheveux bouclés dansaient au vent.,Ɖa tɔn e cí kɔ́lu ɖɔhun é ɖò we ɖu wɛ ɖò jɔhɔn mɛ.,negative
Le gâteau au chocolat fondait délicieusement en bouche.,Chocolat-cake ɔ xú víví ɖò nu mɛ.,positive
La ville s'éveille doucement dans la lumière dorée.,Toxo ɔ fɔ́n bléblé ɖò weziza siká tɔn ɔ mɛ.,positive
Son regard était à la fois doux et triste.,Nukúnmɛ tɔn fá bo lɛ́ blawu.,negative
Les feuilles mortes craquaient sous nos pas.,Ama kúkú lɛ nɔ xúxú ɖò afɔ mǐtɔn lɛ glɔ́.,negative
La mer était d'un calme absolu et reposant.,Xù ɔ cí xwii bǐ mlɛ́mlɛ́ bo lɛ́ fá kɔ nú mɛ.,positive
Il portait un vieux pull en laine troué.,É dó awu xóxó e mɛ è sɔ́ lɛ̌ngbɔ́fún dó bló é ɖé.,negative
La musique classique la rendait toujours mélancolique.,Han klasiki tɔn lɛ nɔ zɔ́n bɔ é nɔ ɖò aluwɛ mɛ hwebǐnu.,negative
Une odeur de pain frais embaumait la rue.,Wɔ̌xúxú yɔ̌yɔ́ sín wǎn gɔ́ ali ɔ bǐ jí.,positive
"Le petit chat ronronnait, blotti sur le canapé.","Awǐi kpɛví ɔ ɖò xó sú wɛ, bo ɖò hwíhwɛ́ hwíhwɛ́ dó sofáa ɔ jí wɛ.",negative
Les montagnes se découpaient sur l'horizon rougeoyant.,Só lɛ tɔ́n ɖò jǐnukúnsin vɔvɔ e ɖò jiji wɛ é nukɔn.,negative
Son visage exprimait une grande surprise.,Nukúnmɛ tɔn xlɛ́ ɖɔ é kpaca ɛ tawun.,positive
La nuit était étoilée et silencieuse.,Zǎn ɔ mɛ sunví lɛ gɔ́ bɔ cí cúɖúɖú.,negative
Ce livre est passionnant et difficile à lâcher.,"Wema elɔ dɔn mɛ, bɔ é vɛwǔ bɔ è na sɔ́ ɖó ayǐ.",positive
L'enfant dormait paisiblement dans son lit.,Vǐ ɔ́ ɖo amlɔ dɔ́ wɛ fífá mɛ ɖo zan tɔn jí.,positive
"Le vent soufflait violemment, courbant les arbres.","Jɔhɔn ɖò nyinyi wɛ syɛnsyɛn, bo ɖò atín lɛ kɔ́n wɛ.",negative
Ses mains étaient rugueuses à force de travailler.,Alɔ tɔn lɛ xú ɖó azɔ̌wiwa wutu.,negative
La salle était comble et pleine d'énergie.,Xɔ ɔ gɔ́ bɔ hlɔnhlɔn gɔ́ mɛ.,positive
Un parfum de fleurs flottait dans l'air.,Flówa sín wǎn ɖé ɖò jɔhɔn mɛ.,positive
Le vieux pont de pierre enjambait la rivière.,Hwàn xóxó e è sɔ́ dó bló atɔxwɛ ɔ na é gbɔn tɔsisa ɔ jí.,negative
Il semblait fatigué après cette longue journée.,É cí ɖɔ nǔ cikɔ n’i ɖò azǎn gaga enɛ gudo ɖɔhun.,negative
La lumière du couchant embrasait les nuages.,Hweyixɔ sín weziza nɔ hɛn akpɔ́kpɔ́ lɛ fyɔ́.,positive
Sa voix était douce comme une caresse.,Gbe tɔn fá ɖi alɔdidó mɛ ɖɔhun.,positive
"ici 30 phrases en français sur le thème des questions et besoins, format standard :","Xógbe 30 ɖíe ɖò Flanségbe mɛ dó xota nùkanbyɔ lɛ kpo hudo lɛ kpo tɔn jí, ɖò alɔkpa e è nɔ zán é mɛ:",neutral
Pourriez-vous m'indiquer où se trouve la gare ?,A sixu ɖɔ fi e pipan tεnmε ɔ ɖe ɔ nu mi a ?,neutral
J'aurais besoin d'un renseignement concernant ce dossier.,Un ɖó hudo nǔ ɖé lɛ tɔn dó hwɛ enɛ wu.,neutral
Est-ce que vous pourriez parler un peu moins vite ?,A ka sixu ɖɔ xó dɛ̌dɛ̌ kpɛɖé à?,negative
J'aimerais réserver une table pour deux personnes.,Un jló na sɔ́ tavo ɖokpo ɖó te nú mɛ wè.,neutral
Où puis-je trouver un distributeur de billets ?,Fitɛ un ka sixu mɔ ATM ɖe ?,neutral
Auriez-vous la monnaie sur un billet de cinquante ?,A ka na ɖó ɖyɔɖyɔ nú akwɛ kanɖé wǒ (50) à?,neutral
Je voudrais un renseignement sur les horaires d'ouverture.,Un jló na mɔ nǔ ɖé lɛ dó ganxixo e mɛ è nɔ hun lɛ é wu.,neutral
Pouvez-vous m'aider à porter cette valise ?,A sixu d&#39;alɔ mi bɔ un na hɛn tomɛyiyi saki elɔ à ?,neutral
Est-ce qu'il est possible de payer par carte bancaire ?,È ka sixu zán kati akwɛzinzan tɔn dó sú akwɛ na à?,neutral
"J'aurais besoin d'un médecin, c'est une urgence.","Un ɖo hudo dotoo tɔn, ajijimɛ wɛ.",negative
"Je ne comprends pas cette question, pouvez-vous reformuler ?","Un mɔ nu jɛ mɛ nukanbyɔ elɔ mɛ a, mi sixu vɔ ɖɔ xo tɔn à ?",negative
Avez-vous ce modèle dans une taille au-dessus ?,A ka ɖó kpɔ́ndéwú enɛ ɖò ɖaxó ɖé mɛ à?,neutral
J'aimerais envoyer ce colis à l'étranger.,Un jló ná sɛ́ nǔ élɔ́ dó togudo.,neutral
Quel est le code postal pour cette adresse ?,Etɛ ka nyí kodu postal tɔn nú adlɛsi elɔ?,neutral
"Pourriez-vous me passer le sel, s'il vous plaît ?",A sixu sɔ́ jɛ̌ ɔ jó nú mì à ?,neutral
J'aurais besoin de vos conseils pour un achat.,Un na ɖó hudo wěɖexámɛ towe tɔn dó nǔxixo ɖé wu.,neutral
Est-ce que la chambre dispose d'une connexion internet ?,Xɔ ɔ ka ɖó ɛntɛnɛti à ?,neutral
Je voudrais signaler un objet perdu dans le train.,Un jló na ɖɔ nǔ e bú ɖò pípan ɔ mɛ é ɖé.,negative
Pouvez-vous me dire quel jour nous sommes ?,A sixu ɖɔ azǎn nabi wɛ à ?,neutral
Auriez-vous une carte de la ville à me donner ?,A ka na ɖó ɖiɖe toxo ɔ tɔn e a sixu na mì é ɖé à?,neutral
J'ai besoin de silence pour pouvoir me concentrer.,Un ɖó hudo abwɛ bo na dó sixu sɔ́ ayi ɖó nǔ jí.,negative
Serait-il possible de reporter notre rendez-vous ?,É ka na nyɔ́ bló bɔ è na vɔ́ azǎn e jí mǐ ɖó na yì é blóɖó à?,neutral
ici 30 phrases françaises pour les interactions sociales :,Xógbe Flanségbe tɔn 30 e è nɔ zán dó ɖɔ xó xá mɛ ɖevo lɛ é ɖíe:,neutral
"De rien, cela m'a fait plaisir.","Mi do gbe nu mi, e vivi nu mi.",positive
Passez une excellente journée !,Mi ɖu azǎn ɖagbe!,positive
"À bientôt, j'espère vous revoir rapidement.","Mi na mɔ miɖee zaanɖe, un ɖo nukun ɖɔ mi na mɔ miɖee zaanɖe.",positive
"Avec grand plaisir, je veux bien.","Kpodo xomɛhunhun ɖaxó kpo ɔ, un na yí wǎn na.",positive
À votre santé ! (en trinquant),É sù! (kpodo wɔxúxú ɖé kpo),neutral
"Il fait beau aujourd'hui, n'est-ce pas ?",Azàn ɖagbe ɖé wɛ égbé‚ kabǐ?,positive
Je suis ravi de te revoir.,É víví nú mì tawun ɖɔ un lɛ́ mɔ we.,positive
Pouvez-vous m'aider un instant ?,A sixu d’alɔ mì kpɛɖé à?,negative
Tu viens à la fête samedi ?,A na wa xwe ɔ gbe ɖo Samedi à ?,neutral
"Désolé, je ne suis pas libre demain.",Sɔ́ kpé‚ un vo sɔ ǎ.,negative
Quelle belle soirée nous passons !,Gbadanu ɖagbe ɖé wɛ mǐ ɖò ɖu wɛ!,positive
"Je vous présente mon épouse, Sophie.",Un jló na xlɛ́ we asi ce Sophie.,positive
Ravi de vous rencontrer enfin !,É víví nú mì tawun ɖɔ un wá mɔ we!,positive
Merci pour ton gentil message.,Mi do ku nu mi ɖo wɛn ɖagbe mitɔn wu.,positive
Ne fumez pas.,Ma nu azɔ ó.,negative
Pensez aux autres.,Lin tamɛ dó mɛ ɖevo lɛ jí.,neutral
Hygiène irréprochable.,Mimɛ̌jininɔ e ma ɖó blɔ̌ ǎ é.,negative
Soignez votre alimentation.,Kpé nukún dó nǔɖuɖu towe wu.,positive
Marchez régulièrement.,Nɔ ɖi zɔnlin hwɛhwɛ.,positive
Évitez les écrans.,Nyǐ alɔ nú nǔ e è nɔ kpɔ́n lɛ é.,negative
L'activité physique est essentielle.,Agbazazɔ́wiwa ɖò taji.,positive
Visitez votre dentiste.,Mi yi mɔ aɖu dotoo mitɔn.,neutral
Vaccination importante.,Abɔxwí ɖiɖó ɖò taji.,neutral
Restez positif.,Nɔ ɖó linlin ɖagbe.,positive
Santé avant tout.,Lanmɛ na nɔ ganji wɛ nɔ jɛ nukɔn.,positive
Soyez prudent.,Nɔ́ ɖó ayi.,neutral
ici 30 phrases en français sur la sagesse et la culture :,Xógbe 30 e ɖò Flanségbe mɛ bo ɖɔ xó dó nùnywɛ kpo aca kpo jí lɛ é ɖíe:,neutral
Écouter deux fois avant de parler une seule fois.,Ðǒtó azɔn wè cobo ɖɔ xó azɔn ɖokpo.,neutral
La vraie richesse est celle de l'esprit et du cœur.,"Dɔkun nǔgbo ɔ, ayixa kpo ayixa kpo mɛ wɛ é nɔ nɔ.",positive
Un livre ouvert est un cerveau qui parle.,Wema e ɖò nuvo é wɛ nyí taglomɛ e nɔ ɖɔ xó é ɖé.,neutral
La culture rapproche les êtres au-delà des frontières.,Akɔta lɛ nɔ dɔn mɛ lɛ ɖó kpɔ gbɔn dogbó lɛ jí.,positive
Visage sans racines ne fleurit qu'une saison.,"Nukúnmɛ e ma ɖó ɖɔ̀ ǎ é ɔ́, hwenu ɖokpó géé jɛ́n é nɔ́ wú.",negative
"L'ignorance mène à la peur, la connaissance à la paix.","Nǔmaɖi nɔ dɔn xɛsi wá, nǔtuùntuùn nɔ dɔn fífá wá.",negative
On récolte toujours ce que l'on a semé.,Nǔ e a dó ɔ́ wɛ a nɔ ya hwe bǐ nu.,neutral
La plus belle des musiques est le silence partagé.,Han e nyɔ́ ɖɛkpɛ hú bǐ é wɛ nyí cícící e è nɔ má é.,positive
"Voyager, c'est naître et mourir à chaque instant.",Tomɛyiyi wɛ nyí ɖɔ è ni jì mɛ bo kú ɖò hweɖebǔnu.,neutral
L'arbre qui tombe fait plus de bruit que la forêt qui pousse.,Atín e ɖò ayǐ j’ayǐ wɛ é nɔ bló zǐngídi hú zunkan e ɖò susu wɛ é.,neutral
La sagesse commence là où s'arrête la précipitation.,Nǔnywɛ́ nɔ bɛ́sín fí e wezun kínkán nɔ fó dó é.,positive
Les mots sont la poussière des siècles passés.,Xógbe lɛ wɛ nyí kɔ́ e è zán ɖò xwè kanweko e wá yì lɛ é mɛ é.,negative
"Connaître les autres, c'est l'intelligence. Se connaître soi-même, c'est la sagesse.",Mɛ ɖevo lɛ tuùntuùn wɛ nyí nǔnywɛ. Mɛɖée tuùntuùn wɛ nyí nǔnywɛ.,positive
La patience est l'arbre dont les racines sont amères.,Suúluɖiɖó wɛ nyí atín e ɖɔ tɔn vɛ́ é.,positive
Celui qui sait peu en dit souvent beaucoup.,Mɛ e tunwun nǔ kpɛɖé ɔ́ nɔ́ ɖɔ xó gěgé hwɛhwɛ.,neutral
La culture est une lampe dans la nuit.,"Akɔta ɔ, zogbɛn wɛ e nɔ kɔ́n ɖò zǎnmɛ.",positive
Ce qui se conçoit bien s'énonce clairement.,Nǔ e è lin tamɛ d’eji céɖécéɖé é wɛ è nɔ ɖè xlɛ́ céɖécéɖé.,positive
Il faut tout un village pour élever un enfant.,Gleta ɖokpo wɛ nɔ byɔ cobɔ è na kplɔ́n vǐ ɖé.,neutral
L'expérience est une lanterne que l'on porte dans le dos.,Nǔ e mǐ ko mɔ kpɔ́n lɛ é nyí zogbɛ́n ɖé bɔ mǐ nɔ hɛn dó akɔ́n jí.,neutral
Toutes les cultures sont les couleurs d'un même soleil.,Akɔta lɛ bǐ wɛ nyí hwesivɔ ɖokpo ɔ sín sinmɛ.,neutral
La porte de la sagesse ne s'ouvre que de l'intérieur.,"Nǔnywɛ́ sín hɔn ɔ́, xomɛ jɛn è sixú hun.",neutral
L'esprit s'enrichit de ce qu'il reçoit ; le cœur de ce qu'il donne.,Nǔ e ayixa nɔ yí é wɛ nɔ zɔ́n bɔ é nɔ jɛ dɔkun; ayi ɔ gbɔn nǔ e é nɔ na mɛ é gblamɛ.,positive
"Le temps est le grand maître, dit-on. Le malheur est qu'il tue ses élèves.","Hwenu wɛ nyí mɛ̌si ɖaxó ɔ, wɛ ye nɔ ɖɔ. Nǔ e nyla é wɛ nyí ɖɔ é nɔ hu azɔmɛví tɔn lɛ.",negative
Les livres sont des abeilles qui transportent le pollen d'un esprit à l'autre.,Wema lɛ cí ayisinzɛn e nɔ hɛn jɛ̌ sín ayi mɛ bo nɔ sɔ́ yì ɖevo mɛ é ɖɔhun.,neutral
"Savoir écouter, c'est posséder, outre le sien, l'esprit des autres.","Bo na dó tuùn lee è na ɖótó mɛ gbɔn é ɔ, è ɖó na ɖó linlin mɛ ɖevo lɛ tɔn gɔ́ nú mɛɖesunɔ tɔn.",positive
"ici 30 phrases développées sur le thème du commerce, conformes à vos critères :","Xógbe 30 e è sɔnǔ na dó xota ajɔ̌wiwa tɔn jí, bo sɔgbe xá nǔ e a ba lɛ é ɖíe:",neutral
La conclusion d'un contrat de distribution exclusive nécessite une analyse minutieuse des clauses d'exclusivité territoriale et de durée.,"Bo na dó bló akɔjijɛ nǔ má nú mɛ ɖokpo géé tɔn ɖé ɔ, é byɔ ɖɔ è ni gbéjé nǔ e kúnkplá ayǐ e jí è na má nǔ ɖè é kpo hwenu e é na nɔ ayǐ é kpo kpɔ́n ganji.",neutral
Une négociation commerciale réussie repose sur une préparation rigoureuse et une connaissance approfondie des besoins de son interlocuteur.,Nǔsisɔ syɛnsyɛn kpo nukúnnúmɔjɛnǔmɛ e è ɖó dó hudo mɛ ɖevo tɔn lɛ wu ganji é kpo wɛ nɔ zɔ́n bɔ è nɔ ɖɔ xó ɖó kpɔ́ dó ajɔ̌wiwa jí ganji.,positive
Le taux de transformation est un indicateur clé de performance qui mesure l'efficacité de votre entonnoir de vente.,Nǔ e è nɔ ylɔ ɖɔ conversion rate é nyí nǔ taji ɖé bo nɔ xlɛ́ lee nǔxixa towe nɔ w’azɔ̌ gbɔn é.,positive
